prompt_id,user_id,session_id,timestamp,date,prompt_type,user_segment,prompt_version,device_type,location,is_premium_user,user_type,feedback_rating,response_time,completion_status,is_successful,has_error,is_high_rating,is_fast_response,hour,day_of_week,day_name,month,month_name,time_period,is_weekend,is_business_hours,word_count,char_count,has_question,question_count,has_code_keywords,is_help_request,is_creative_request,sentiment_score,sentiment_category,is_positive_sentiment,engagement_score,is_premium,is_power_user,prompts_in_session,session_duration_minutes,session_type,avg_session_rating,is_version_v1,is_version_v2,ab_test_result,v1_avg_rating,v2_avg_rating,rating_improvement_pct,v1_success_rate,v2_success_rate,success_improvement_pct
a184d832-d49d-4b02-8b1e-e9680cc6a982,fb7e6c89-6299-405a-b933-b99beec529e3,fb7e6c89-6299-405a-b933-b99beec529e3_session_1,2024-01-01,2024-01-01,Education,Developer,v1,Web,Canada,True,Regular User,4.1,2.06,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,5,32,True,1,False,True,False,0.74,Positive,1,2.32,1,0,1,0.0,Single Query,4.1,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
ec65ce42-1c63-4b70-a8e6-ebdc220cad38,cc2d1e46-3be5-4eaa-93da-6288655e8bb0,cc2d1e46-3be5-4eaa-93da-6288655e8bb0_session_1,2024-01-01,2024-01-01,Marketing,Analyst,v2,Mobile,India,False,Regular User,4.2,3.02,Success,1,0,1,0,0,0,Monday,1,January,Night,False,False,7,35,False,0,False,False,True,0.54,Positive,1,2.39,0,0,1,0.0,Single Query,4.2,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
9b633a2a-e871-4ddd-91b7-fb81f8938585,814eb4e8-c7c4-484f-90b3-928a44046d20,814eb4e8-c7c4-484f-90b3-928a44046d20_session_1,2024-01-01,2024-01-01,Education,Marketer,v2,Web,Canada,False,Regular User,4.1,1.56,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,2,22,False,0,False,True,False,0.36,Positive,1,2.27,0,0,1,0.0,Single Query,4.1,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
95eae318-be31-4623-9f15-25c41205c089,299880d6-5d5a-4b11-b761-9fbb975ecbb8,299880d6-5d5a-4b11-b761-9fbb975ecbb8_session_1,2024-01-01,2024-01-01,Marketing,Student,v1,Web,Germany,True,Regular User,3.7,3.01,Success,1,0,0,0,0,0,Monday,1,January,Night,False,False,7,44,False,0,False,False,True,0.44,Positive,1,2.18,1,0,1,0.0,Single Query,3.7,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
c181925d-aa08-452f-8f41-97749ae9ee42,cb717712-0233-402a-b11e-6e7b00045aad,cb717712-0233-402a-b11e-6e7b00045aad_session_1,2024-01-01,2024-01-01,Code,Analyst,v2,Web,Canada,False,Regular User,3.4,2.78,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,4,18,False,0,True,False,False,0.06,Neutral,0,2.02,0,0,1,0.0,Single Query,3.4,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
8582aa11-aebd-4469-9e10-7db0c37fa102,1469d2e0-a823-4acc-a7d6-bd335b3a0a6b,1469d2e0-a823-4acc-a7d6-bd335b3a0a6b_session_1,2024-01-01,2024-01-01,Education,Marketer,v1,Web,India,False,Regular User,4.0,2.32,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,5,32,True,1,False,True,False,0.75,Positive,1,2.28,0,0,1,0.0,Single Query,4.0,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
67ebbd93-f6cd-4689-9452-d962d5474f06,93684aa5-9ca0-4fb8-85e9-f08ea62f9f62,93684aa5-9ca0-4fb8-85e9-f08ea62f9f62_session_1,2024-01-01,2024-01-01,Marketing,Student,v1,Web,United States,False,Regular User,3.9,3.39,Timeout,0,1,0,0,0,0,Monday,1,January,Night,False,False,7,39,False,0,False,False,True,-0.8,Negative,0,1.66,0,0,1,0.0,Single Query,3.9,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
0ae40541-5186-4ea1-b600-94d9259d5132,32a8e170-b1e2-4050-89ad-44f80c3976fd,32a8e170-b1e2-4050-89ad-44f80c3976fd_session_1,2024-01-01,2024-01-01,Casual,Marketer,v2,Web,United Kingdom,True,Regular User,4.8,3.1,Success,1,0,1,0,0,0,Monday,1,January,Night,False,False,5,24,True,1,False,False,False,0.16,Positive,1,2.6,1,0,1,0.0,Single Query,4.8,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
640a4ad0-0fc8-4681-bf2b-62c8950b0094,7a7fa6b5-1a14-4836-ae34-b58def34e519,7a7fa6b5-1a14-4836-ae34-b58def34e519_session_1,2024-01-01,2024-01-01,Casual,Developer,v2,Tablet,United Kingdom,False,Regular User,4.4,2.84,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,3,18,True,1,False,False,False,0.19,Positive,1,2.41,0,0,1,0.0,Single Query,4.4,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
34629330-26e8-466a-9148-b0f2708c902e,a1ff4dec-fdce-40e1-a7e8-20be97dc4ead,a1ff4dec-fdce-40e1-a7e8-20be97dc4ead_session_1,2024-01-01,2024-01-01,Education,Student,v2,Web,India,False,Regular User,3.6,2.15,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,5,32,True,1,False,True,False,0.59,Positive,1,2.12,0,0,1,0.0,Single Query,3.6,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
05394ec2-2fe2-42b9-adb5-d0aeddcbf2cd,6bdaf8de-adcd-4d27-96e6-d85e6812d96b,6bdaf8de-adcd-4d27-96e6-d85e6812d96b_session_1,2024-01-01,2024-01-01,Marketing,Marketer,v2,Web,United Kingdom,False,Regular User,4.3,3.13,Success,1,0,1,0,0,0,Monday,1,January,Night,False,False,7,39,False,0,False,False,True,0.58,Positive,1,2.42,0,0,1,0.0,Single Query,4.3,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
79e99176-853d-4a82-8294-3963037e33d1,4cbee68d-8928-45da-92bb-1d0c6d217cc3,4cbee68d-8928-45da-92bb-1d0c6d217cc3_session_1,2024-01-01,2024-01-01,Casual,Developer,v2,Web,Australia,False,Regular User,4.3,2.9,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,3,18,True,1,False,False,False,0.86,Positive,1,2.36,0,0,1,0.0,Single Query,4.3,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
0b4c2e6b-11c0-4392-9113-8865cb44025e,eca45876-008d-4064-8ebd-d08456e4a7b2,eca45876-008d-4064-8ebd-d08456e4a7b2_session_1,2024-01-01,2024-01-01,Casual,Analyst,v1,Web,Canada,False,Regular User,3.4,2.06,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,4,14,False,0,False,False,False,-0.32,Negative,0,2.02,0,0,1,0.0,Single Query,3.4,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
87fd3496-8240-4008-a166-7b58239b5fc4,94a43c5d-a85e-4720-811a-473c4064d6b9,94a43c5d-a85e-4720-811a-473c4064d6b9_session_1,2024-01-01,2024-01-01,Education,Developer,v1,Mobile,United States,False,Regular User,4.7,2.87,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,2,22,False,0,False,True,False,-0.01,Neutral,0,2.51,0,0,1,0.0,Single Query,4.7,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
c54d9a04-ea60-4967-9d33-faa4e8a2f746,35813755-81a6-4163-a92c-672c1bb7fb12,35813755-81a6-4163-a92c-672c1bb7fb12_session_1,2024-01-01,2024-01-01,Casual,Student,v1,Web,India,False,Regular User,4.5,2.28,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,5,24,True,1,False,False,False,-0.34,Negative,0,2.48,0,0,1,0.0,Single Query,4.5,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
0c3c51c5-0d04-47a0-ba9e-a512c7376f4f,48ddd21d-c187-4d4e-864b-dd111bffe45d,48ddd21d-c187-4d4e-864b-dd111bffe45d_session_1,2024-01-01,2024-01-01,Casual,Developer,v2,Tablet,Australia,False,Regular User,3.7,2.49,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,3,18,True,1,False,False,False,-0.95,Negative,0,2.12,0,0,1,0.0,Single Query,3.7,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
b445373b-98ba-4743-871c-d39763b640ae,7085093f-5e70-4c7b-9507-7b76566a088d,7085093f-5e70-4c7b-9507-7b76566a088d_session_1,2024-01-01,2024-01-01,Education,Student,v1,Web,United Kingdom,False,Regular User,3.7,3.07,Timeout,0,1,0,0,0,0,Monday,1,January,Night,False,False,5,32,True,1,False,True,False,0.47,Positive,1,1.56,0,0,1,0.0,Single Query,3.7,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
389b4e61-7ff0-4f91-8129-1e5e12cf4842,17b153da-c00b-4f7b-9314-9efa0cdb1043,17b153da-c00b-4f7b-9314-9efa0cdb1043_session_1,2024-01-01,2024-01-01,Education,Developer,v1,Mobile,India,False,Regular User,2.5,2.02,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,4,22,False,0,False,False,False,-0.28,Negative,0,1.66,0,0,1,0.0,Single Query,2.5,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
0bd43097-351c-464d-a66e-e36ab8b178d2,313654d0-a56b-4879-9c54-20d0d0cbad7c,313654d0-a56b-4879-9c54-20d0d0cbad7c_session_1,2024-01-01,2024-01-01,Casual,Student,v1,Mobile,Canada,True,Regular User,4.1,2.19,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,4,14,False,0,False,False,False,0.86,Positive,1,2.3,1,0,1,0.0,Single Query,4.1,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
b7d4ffb6-4b01-4691-a4cf-a241e40f8502,8e6061dc-456f-4852-aea4-cf865d475a6c,8e6061dc-456f-4852-aea4-cf865d475a6c_session_1,2024-01-01,2024-01-01,Code,Student,v2,Web,India,False,Regular User,3.3,3.32,Success,1,0,0,0,0,0,Monday,1,January,Night,False,False,8,43,False,0,True,False,True,-0.35,Negative,0,2.04,0,0,1,0.0,Single Query,3.3,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
4c78e074-79ab-495a-acc8-b392557658f6,f2ce2723-edd0-4738-b072-8044fc104488,f2ce2723-edd0-4738-b072-8044fc104488_session_1,2024-01-01,2024-01-01,Casual,Developer,v1,Tablet,India,True,Regular User,3.1,2.54,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,5,24,True,1,False,False,False,0.03,Neutral,0,1.92,1,0,1,0.0,Single Query,3.1,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
113c0829-51b4-4214-8af4-63250b496295,895d164b-6c9b-43be-8a56-068bfd2267ea,895d164b-6c9b-43be-8a56-068bfd2267ea_session_1,2024-01-01,2024-01-01,Casual,Analyst,v1,Mobile,Canada,False,Regular User,4.6,2.92,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,3,18,True,1,False,False,False,0.13,Positive,1,2.48,0,0,1,0.0,Single Query,4.6,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
34e7f007-6694-43b9-960b-0466bca4b541,d4e1583b-a3e9-4f5e-9c5a-6f2b0cce7240,d4e1583b-a3e9-4f5e-9c5a-6f2b0cce7240_session_1,2024-01-01,2024-01-01,Code,Developer,v2,Web,United States,True,Regular User,3.9,2.73,Success,1,0,0,1,0,0,Monday,1,January,Night,False,False,4,19,False,0,False,True,False,0.82,Positive,1,2.22,1,0,1,0.0,Single Query,3.9,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
5ecc57e3-36cb-4b5f-8e4e-a027a1ac12ba,2e3bb0cb-00a5-41fe-891e-f6efe589451f,2e3bb0cb-00a5-41fe-891e-f6efe589451f_session_1,2024-01-01,2024-01-01,Casual,Developer,v1,Mobile,United States,False,Regular User,4.3,2.07,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,3,18,True,1,False,False,False,0.3,Positive,1,2.36,0,0,1,0.0,Single Query,4.3,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
96a5e18c-5810-4ded-873f-8074f191c6c6,256f1229-f41c-45af-aa36-d488a7c2ad74,256f1229-f41c-45af-aa36-d488a7c2ad74_session_1,2024-01-01,2024-01-01,Marketing,Analyst,v2,Tablet,United Kingdom,False,Regular User,4.3,2.68,Success,1,0,1,1,0,0,Monday,1,January,Night,False,False,7,35,False,0,False,False,True,0.26,Positive,1,2.42,0,0,1,0.0,Single Query,4.3,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
d0dc4871-db3c-4bc8-ac5d-35dca3fa67d7,11f82d82-e385-4aa2-9d65-a43b27ea9c82,11f82d82-e385-4aa2-9d65-a43b27ea9c82_session_1,2024-01-02,2024-01-02,Education,Developer,v2,Web,United Kingdom,True,Regular User,3.5,2.6,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,5,32,True,1,False,True,False,-0.5,Negative,0,2.08,1,0,1,0.0,Single Query,3.5,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
c3af2d2d-a98b-4b2d-9e88-6b1156e088c1,5cdad934-882c-48d8-b10e-f1fa72203e9d,5cdad934-882c-48d8-b10e-f1fa72203e9d_session_1,2024-01-02,2024-01-02,Casual,Developer,v2,Mobile,India,False,Casual User,4.1,3.21,Success,1,0,1,0,0,1,Tuesday,1,January,Night,False,False,4,14,False,0,False,False,False,0.66,Positive,1,2.3,0,0,1,0.0,Single Query,4.1,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
1ded7cb1-6339-4469-ab7d-e49ddd5df81b,51f5e992-499b-43e1-83cd-c54e587b346c,51f5e992-499b-43e1-83cd-c54e587b346c_session_1,2024-01-02,2024-01-02,Education,Developer,v1,Web,United States,False,Regular User,3.9,1.63,RateLimitError,0,1,0,1,0,1,Tuesday,1,January,Night,False,False,4,22,False,0,False,False,False,0.38,Positive,1,1.62,0,0,1,0.0,Single Query,3.9,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
40b4e5f2-8c3c-4649-bc0b-d8b1100fd57f,31b60411-8989-4ac1-8b75-23f9b8c43d0c,31b60411-8989-4ac1-8b75-23f9b8c43d0c_session_1,2024-01-02,2024-01-02,Code,Analyst,v1,Web,Germany,False,Regular User,3.9,1.89,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,4,18,False,0,True,False,False,0.88,Positive,1,2.22,0,0,1,0.0,Single Query,3.9,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
fd8d9447-e2f9-403e-9e0d-6f9911858890,e684d313-0166-4f05-b8a3-c5191fc3e64a,e684d313-0166-4f05-b8a3-c5191fc3e64a_session_1,2024-01-02,2024-01-02,Casual,Analyst,v1,Web,United States,False,Casual User,4.7,3.31,Success,1,0,1,0,0,1,Tuesday,1,January,Night,False,False,4,14,False,0,False,False,False,-0.45,Negative,0,2.54,0,0,1,0.0,Single Query,4.7,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
bfe91a0d-a714-4bed-bc11-917954059de3,402c1f3b-2d5b-48ac-9744-83e43faf2011,402c1f3b-2d5b-48ac-9744-83e43faf2011_session_1,2024-01-02,2024-01-02,Education,Marketer,v1,Tablet,Canada,False,Regular User,3.8,1.98,RateLimitError,0,1,0,1,0,1,Tuesday,1,January,Night,False,False,2,22,False,0,False,True,False,-0.53,Negative,0,1.55,0,0,1,0.0,Single Query,3.8,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
eed7d76a-b3ff-4058-b66d-82a07fc50915,e7665b1b-e63b-4a4a-a63e-b14b962c60b7,e7665b1b-e63b-4a4a-a63e-b14b962c60b7_session_1,2024-01-02,2024-01-02,Code,Marketer,v2,Mobile,United States,False,Regular User,2.8,3.0,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,8,43,False,0,True,False,True,0.38,Positive,1,1.84,0,0,1,0.0,Single Query,2.8,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
04da2370-35e3-4b45-a407-f06822a5a000,66002068-86ff-431f-be1e-a070c8f32b91,66002068-86ff-431f-be1e-a070c8f32b91_session_1,2024-01-02,2024-01-02,Code,Student,v2,Web,United States,False,Regular User,4.1,3.95,Success,1,0,1,0,0,1,Tuesday,1,January,Night,False,False,4,19,False,0,False,True,False,0.58,Positive,1,2.3,0,0,1,0.0,Single Query,4.1,0,1,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
8c3e3b4b-6b1d-4978-9ec2-46b6eed0a784,a6568cdd-de27-424e-9ac1-d65e32c9f5cb,a6568cdd-de27-424e-9ac1-d65e32c9f5cb_session_1,2024-01-02,2024-01-02,Marketing,Analyst,v1,Web,United Kingdom,False,Regular User,3.1,2.83,Success,1,0,0,1,0,1,Tuesday,1,January,Night,False,False,7,35,False,0,False,False,True,-0.63,Negative,0,1.95,0,0,1,0.0,Single Query,3.1,1,0,V2 Wins,3.777,3.786,0.238,0.904,0.909,0.553
